,trade_date,EWI_sum,601318,002938,600585,000166,601601,600809,600009,002594,601628,300122,601328,000063,601988,000568,600104,600036,601211,600999,601800,603259,300015,601888,600588,600406,001979,600015,002027,600019,600606,000661,601390,601933,002352,002024,601229,601360,002714,601989,000538,601288,600346,600048,601006,003816,000895,000725,601857,601668,002607,600276,601012,002304,601818,601169,600745,601998,002415,601658,000858,000333,601766,600028,601899,600519,601398,300059,601336,600837,600000,600050,601225,601066,601688,600031,000776,300498,002736,600887,601319,000876,000002,600309,601166,002475,600900,000001,601186,603160,600018,600016,603288,600690,603501,601088,002142,000651,601138,600030
0,20201231,7367.579999999998,86.98,49.67,51.62,5.28,38.4,375.29,75.66,194.3,38.39,147.91,4.48,33.65,3.18,226.16,24.44,43.95,17.53,23.34,7.26,134.72,74.89,282.45,43.87,26.57,13.29,6.25,9.87,5.95,5.83,448.91,5.27,7.18,88.23,7.71,7.84,15.71,77.1,4.19,113.6,3.14,27.97,15.82,6.46,2.82,46.94,6.0,4.15,4.97,35.13,111.46,92.2,235.99,3.99,4.84,99.0,5.11,48.51,4.78,291.85,98.44,5.31,4.03,9.29,1998.0,4.99,31.0,57.97,12.86,9.68,4.46,9.34,42.0,18.01,34.98,16.28,18.23,13.64,44.37,6.57,22.4,28.7,91.04,20.87,56.12,19.16,19.34,7.9,155.55,4.57,5.2,200.54,29.21,231.1,18.01,35.34,61.94,13.69,29.4
1,20201130,6445.9706,90.03,55.65,56.5,5.4,38.65,240.68,78.52,172.15,42.41,124.91,4.71,34.73,3.3,183.33,26.51,44.2,18.72,21.681,7.92,103.33,61.2,193.2,43.7,23.59,14.66,6.53,9.7,6.21,6.44,366.55,5.65,7.82,80.0,9.15,8.07,16.6,77.0,4.34,95.27,3.29,26.09,17.22,6.78,2.81,46.12,5.41,4.31,5.43,36.08,85.99,68.7,178.0,4.34,4.88,105.4,5.24,45.67,5.23,254.0,86.85,5.66,4.19,9.29,1713.91,5.32,27.5,61.23,13.5,10.06,4.9,10.44,43.71,19.3,30.71,16.93,19.3,13.74,37.79,6.8896,25.97,30.7,81.2,21.02,51.69,20.11,19.74,8.59,166.92,4.63,5.3,159.2,26.97,215.44,19.62,36.9,66.64,13.81,30.3
2,20201030,6286.7811999999985,77.83,48.95,50.84,5.04,31.91,225.12,66.1,159.81,46.08,160.18,4.53,32.27,3.18,172.5,23.15,39.81,18.4,20.39,7.39,112.72,62.26,199.4,43.15,20.76,14.06,6.06,9.34,5.34,6.19,374.52,5.37,7.81,82.8,9.69,7.85,15.81,70.88,4.16,102.96,3.15,19.3,15.36,6.41,2.73,49.3617,4.73,4.07,5.11,39.52,88.84,75.99,168.06,3.92,4.67,100.6,5.05,44.9,4.6,244.35,77.87,5.39,3.9,6.99,1670.02,4.92,23.38,64.2,13.7499,9.26,4.77,8.75,42.79,20.36,25.95,15.4,18.6482,13.35,39.73,6.5913,26.88,27.55,78.49,17.8,54.86,18.96,17.75,8.33,171.8,4.18,5.28,160.2,24.86,198.02,16.65,33.98,57.5601,13.65,28.63
3,20200930,6046.634500000001,76.26,57.19,55.26,5.31,31.21,198.19,68.78,116.24,44.43,139.31,4.54,33.1,3.2,143.55,19.13,36.0,18.24,21.2966,7.43,101.5,51.42,222.94,38.21,19.72,15.15,6.13,8.07,4.99,6.37,369.64,5.39,7.83,81.2,9.1,8.14,16.55,74.0,4.34,101.96,3.17,18.56,15.89,6.37,2.87,52.2543,4.91,4.11,5.08,32.63,89.82,74.8101,124.99,3.65,4.68,116.86,5.05,38.11,4.51,221.0,72.6,5.49,3.8402,6.15,1668.5,4.92,23.99,62.08,13.8576,9.39,4.85,8.39,49.82,20.53,24.89,15.78,19.2288,13.45,38.5,6.7305,27.7,28.02,69.3,16.13,57.13,19.13,15.17,8.29,157.29,4.18,5.3,162.1,21.82,177.37,16.47,31.48,52.5064,13.59,30.03
4,20200831,6417.4863000000005,75.8454,48.9,60.91,5.64,30.82,197.22,76.4,85.0,43.68,135.15,4.73,39.0,3.28,149.5,18.66,37.69,19.34,21.2375,7.95,109.91,51.97,208.0,41.91,22.4,16.7,6.43,7.54,4.94,7.65,467.6,5.6,8.88,85.1,9.85,8.42,18.68,87.8,4.85,115.71,3.21,21.03,16.1,6.62,3.01,62.6894,5.5,4.3347,5.14,35.71,94.87,63.1113,141.09,3.84,4.87,138.06,5.22,37.42,4.62,240.0,70.54,5.86,3.9581,7.19,1786.5,4.96,26.16,59.85,14.8565,10.36,5.19,8.13,52.27,21.41,22.14,16.17,24.2869,14.01,41.94,7.1779,38.0,27.27,73.29,16.16,55.0,19.3,15.08,8.93,178.95,4.44,5.55,183.2,22.3,167.83,16.16,35.5,53.6886,14.74,31.8
5,20200731,6284.321300000001,75.1327,51.0,61.42,5.7495,29.51,180.34,67.2445,85.3064,36.49,185.4261,4.76,38.9651,3.33,116.5146,18.18,34.8,18.0865,21.2178,7.9,113.0,45.3,243.0,47.02,21.25,17.06,6.36,6.06,4.92,8.17,497.0,5.4028,8.99,70.92,10.31,8.28,19.42,91.48,4.79,109.58,3.23,16.27,15.6,6.49,3.05,53.9326,4.67,4.3542,5.03,31.96,94.38,56.6486,135.05,3.78,4.83,152.05,5.16,36.99,4.64,217.5,71.75,5.6941,3.9286,5.85,1678.18,4.96,26.67,51.559,13.8086,10.36,5.08,8.09,48.63,20.79,21.11,15.2633,23.3717,13.2,36.63,6.9872,32.52,25.8827,67.59,15.66,58.59,18.37,13.34,8.79,208.15,4.51,5.54,150.08,18.0,205.64,15.33,28.97,56.0627,14.59,29.492
6,20200630,5396.768799999996,70.6782,50.06,52.91,4.9803,27.25,145.0,71.3427,71.7297,26.6995,99.841,4.8367,39.9201,3.2992,89.9882,16.99,32.7073,16.8924,17.9374,7.34,96.6,43.45,153.4642,44.1,19.9855,15.732,6.12,5.5055,4.56,5.9184,435.3,4.8693,9.38,54.7,8.7222,7.9496,18.31,82.0,4.0,93.81,3.2137,14.0,14.78,6.5603,2.8878,45.5016,4.6509,4.0998,4.77,27.75,92.3,40.6214,105.14,3.58,4.6268,125.8318,4.9319,30.35,4.57,171.12,59.79,5.4309,3.8402,4.3201,1462.88,4.98,20.2,43.1902,12.32,10.0338,4.84,6.9139,39.38,18.5479,18.4154,13.8152,21.4528,11.3,31.13,6.3022,29.8,25.2077,49.99,15.0885,51.35,18.2693,12.8,8.1851,222.9,4.0715,5.3354,124.4,17.3472,201.95,14.36,25.855,55.7278,15.15,23.7333
7,20200529,4810.210499999999,69.9952,41.5618,54.7676,4.2604,27.1547,127.2413,71.6595,57.3538,25.1197,83.5414,4.8179,35.8615,3.2708,84.2405,17.0435,32.8043,15.3363,13.5654,7.4419,75.8638,39.16,100.8582,34.9,18.2682,15.3396,6.1194,4.8828,4.6112,5.1236,332.5072,5.0924,9.1938,45.58,8.7222,7.758,17.8,70.3798,4.06,85.2745,3.2327,13.5186,14.36,6.3553,2.7512,38.076,3.6948,4.0884,4.8199,29.4,78.7,32.121,102.6354,3.5983,4.6079,97.6882,4.8074,27.47,4.8752,146.233,57.4665,5.6941,3.8857,3.7113,1350.911,4.8652,14.25,42.6732,11.3113,10.0243,4.9007,6.8755,31.7944,17.0482,17.9933,12.8955,20.8783,10.68,27.6959,6.0771,27.875,24.7834,46.48,15.3945,34.1537,16.7742,13.0,8.4488,215.6518,3.9261,5.3542,114.9,16.2201,183.58,15.1096,25.2054,54.9948,13.2398,21.9221
8,20200430,4684.838,72.4126,41.3441,57.8145,4.3097,29.5457,106.5823,69.9866,59.9013,28.0046,78.9157,4.8838,40.8751,3.2992,78.1867,17.9756,34.0361,16.5597,15.1017,7.8203,72.4944,34.0418,90.9646,35.5076,19.8375,16.3827,6.3019,4.7642,4.5924,5.4204,297.4991,5.6841,10.0224,46.79,8.3741,7.825,18.6048,74.6017,4.17,87.344,3.2897,13.7226,15.3806,6.6908,2.7805,38.8942,3.7446,4.2712,5.0513,25.5742,77.3161,30.5352,95.758,3.5228,4.7023,106.6098,4.9798,31.2707,5.0096,133.968,52.3352,6.0354,4.1861,3.839,1251.1694,4.9127,15.1712,43.8437,12.6236,10.0813,5.1576,7.2303,34.787,17.8967,19.2891,13.4141,23.88,10.69,28.4649,6.2141,32.7297,25.8442,43.7289,15.8917,36.3104,16.8321,13.6943,9.5526,235.3244,4.0521,5.5424,101.5667,15.1518,194.48,14.6945,25.6385,52.899,14.5035,23.3298
