,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,600016.SH,20201231,5.2,5.29,5.44,5.11,5.3,-0.09999999999999964,-1.8868,1893600855.0,9970537251.0
1,600016.SH,20201130,5.3,5.2,5.5,5.12,5.28,0.019999999999999574,0.3788,2162530980.0,11314390068.0
2,600016.SH,20201030,5.28,5.3,5.51,5.26,5.3,-0.019999999999999574,-0.3774,1516659026.0,8135929646.0
3,600016.SH,20200930,5.3,5.53,5.58,5.29,5.55,-0.25,-4.5045,1610910237.0,8793769067.0
4,600016.SH,20200831,5.55,5.56,5.78,5.51,5.54,0.009999999999999787,0.1805,2440943608.0,13695249284.0
5,600016.SH,20200731,5.54,5.68,6.72,5.5,5.67,-0.1299999999999999,-2.2928,4701611898.0,28146264962.0
6,600016.SH,20200630,5.3354,5.3825,5.4954,5.279,5.3542,-0.018799999999999706,-0.3511,1338941407.0,7630909321.0
7,600016.SH,20200529,5.3542,5.4578,5.5236,5.3354,5.5424,-0.18820000000000014,-3.3956,885489961.0,5115180082.0
8,600016.SH,20200430,5.5424,5.3637,5.5613,5.3166,5.3731,0.16929999999999978,3.1509,1450540431.0,8347786934.0
9,600016.SH,20200331,5.3731,5.4013,5.6083,5.1378,5.3825,-0.009400000000000297,-0.1746,2038744571.0,11682032863.0
10,600016.SH,20200228,5.3825,5.2413,5.6177,5.2413,5.7212,-0.33869999999999933,-5.9201,1768901536.0,10322795140.0
11,600016.SH,20200123,5.7212,5.9847,6.0318,5.7212,5.9377,-0.2165000000000008,-3.6462,997687971.0,6287271814.0
12,600016.SH,20191231,5.9377,5.7965,5.9941,5.7683,5.8059,0.13180000000000014,2.2701,1191143384.0,7448964205.0
