,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601211.SH,20201231,17.53,18.77,19.43,16.97,18.72,-1.1899999999999977,-6.3568,836022709.0,15067612017.0
1,601211.SH,20201130,18.72,18.54,19.54,17.78,18.4,0.3200000000000003,1.7391,820280504.0,15285966087.0
2,601211.SH,20201030,18.4,18.45,19.09,17.99,18.24,0.16000000000000014,0.8772,421144667.0,7811645551.0
3,601211.SH,20200930,18.24,19.34,19.55,18.08,19.34,-1.1000000000000014,-5.6877,720725109.0,13472199505.0
4,601211.SH,20200831,19.34,18.79,20.44,17.9,18.48,0.8599999999999994,4.6537,1197692107.0,22981214312.0
5,601211.SH,20200731,18.0865,16.8533,21.7272,16.8141,16.8924,1.1941000000000024,7.0689,2010073671.0,40155561381.0
6,601211.SH,20200630,16.8924,15.6103,17.2839,15.4929,15.3363,1.556099999999999,10.1465,663676497.0,10981725505.0
7,601211.SH,20200529,15.3363,16.1486,16.4716,15.3167,16.5597,-1.2233999999999998,-7.3878,356323249.0,5773978769.0
8,601211.SH,20200430,16.5597,15.9235,16.6673,15.8648,15.9333,0.6264000000000003,3.9314,416369366.0,6936060750.0
9,601211.SH,20200331,15.9333,16.8533,18.8792,15.4146,16.638,-0.7047000000000025,-4.2355,1014232185.0,17646907503.0
10,601211.SH,20200228,16.638,15.4733,18.615,15.444,17.1958,-0.5577999999999967,-3.2438,990932374.0,17195588260.0
11,601211.SH,20200123,17.1958,18.3996,18.9379,17.1078,18.0962,-0.9004000000000012,-4.9756,552092050.0,10333663924.0
12,601211.SH,20191231,18.0962,16.6673,18.4779,16.4129,16.3542,1.7420000000000009,10.6517,739093818.0,13267555872.0
