,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601066.SH,20201231,42.0,43.3,45.39,39.18,43.71,-1.7100000000000009,-3.9121,666803975.0,28295412763.0
1,601066.SH,20201130,43.71,42.77,46.35,38.51,42.79,0.9200000000000017,2.15,598385280.0,26101428853.0
2,601066.SH,20201030,42.79,50.49,51.8,42.08,49.82,-7.030000000000001,-14.1108,409973022.0,19417538142.0
3,601066.SH,20200930,49.82,51.75,54.95,48.01,52.27,-2.450000000000003,-4.6872,669628610.0,34258395015.0
4,601066.SH,20200831,52.27,48.86,60.14,47.42,48.63,3.6400000000000006,7.4851,1299488054.0,70409154623.0
5,601066.SH,20200731,48.63,39.37,55.9,38.72,39.38,9.25,23.4891,1506645869.0,73876061500.0
6,601066.SH,20200630,39.38,32.99,40.62,32.4,31.98,7.400000000000002,23.1395,842477819.0,30185781285.0
7,601066.SH,20200529,31.7944,33.8027,35.7712,31.3172,34.787,-2.9925999999999995,-8.6026,527912823.0,18061542266.0
8,601066.SH,20200430,34.787,30.7108,36.2385,29.8259,30.8499,3.9370999999999974,12.7621,985275728.0,33101834188.0
9,601066.SH,20200331,30.8499,32.8185,38.6643,28.6428,32.0231,-1.1731999999999978,-3.6636,1244128135.0,42570629903.0
10,601066.SH,20200228,32.0231,30.333,36.5566,27.4001,33.7033,-1.6801999999999992,-4.9853,1544800720.0,51449088347.0
11,601066.SH,20200123,33.7033,31.0687,35.2344,29.9253,30.2236,3.4796999999999976,11.5132,971570775.0,30986826273.0
12,601066.SH,20191231,30.2236,22.6677,31.4663,21.9817,22.2601,7.9635,35.7748,1580654867.0,43106766427.0
