,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,603288.SH,20201231,200.54,160.49,204.88,159.7,159.2,41.34,25.9673,130511687.0,24585112431.0
1,603288.SH,20201130,159.2,162.0,172.5,158.36,160.2,-1.0,-0.6242,79967733.0,13111617526.0
2,603288.SH,20201030,160.2,165.36,175.85,157.0,162.1,-1.9000000000000057,-1.1721,67536931.0,11275981023.0
3,603288.SH,20200930,162.1,183.2,203.0,153.0,183.2,-21.099999999999994,-11.5175,168174346.0,28372296651.0
4,603288.SH,20200831,183.2,150.74,185.0,147.01,150.08,33.119999999999976,22.0682,112459821.0,18236236675.0
5,603288.SH,20200731,150.08,124.0,152.0,122.8,124.4,25.680000000000007,20.6431,149507797.0,19970623762.0
6,603288.SH,20200630,124.4,116.5,125.3,112.0,114.9,9.5,8.2681,99990606.0,11681631608.0
7,603288.SH,20200529,114.9,121.41,127.23,105.0,122.93,-8.030000000000001,-6.5322,101475462.0,11487016494.0
8,603288.SH,20200430,101.5667,103.8884,112.2662,97.8239,103.4174,-1.8507000000000033,-1.7895,102339434.0,12877050560.0
9,603288.SH,20200331,103.4174,82.4646,103.4174,76.1606,82.2746,21.142799999999994,25.6978,129103881.0,13465898899.0
10,603288.SH,20200228,82.2746,79.7215,89.4709,79.7215,88.5786,-6.303999999999988,-7.1168,83672724.0,8647632016.0
11,603288.SH,20200123,88.5786,89.0247,93.1145,85.3563,88.8264,-0.24780000000001223,-0.279,61286853.0,6598769497.0
12,603288.SH,20191231,88.8264,88.6529,92.4535,86.827,88.3885,0.4379000000000133,0.4954,59656423.0,6389135427.0
