,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601186.SH,20201231,7.9,8.58,8.81,7.83,8.59,-0.6899999999999995,-8.0326,960860705.0,7946976976.0
1,601186.SH,20201130,8.59,8.27,8.82,8.19,8.33,0.2599999999999998,3.1212,1129324918.0,9605067003.0
2,601186.SH,20201030,8.33,8.37,8.64,8.29,8.29,0.040000000000000924,0.4825,459651616.0,3873808433.0
3,601186.SH,20200930,8.29,8.9,8.98,8.26,8.93,-0.6400000000000006,-7.1669,709357467.0,6144873075.0
4,601186.SH,20200831,8.93,8.82,9.32,8.7,8.79,0.14000000000000057,1.5927,1459555845.0,13209223246.0
5,601186.SH,20200731,8.79,8.4,9.99,8.36,8.38,0.40999999999999837,4.8926,2325995018.0,21517624428.0
6,601186.SH,20200630,8.1851,8.4684,8.7223,8.1363,8.4488,-0.26370000000000005,-3.1212,973708626.0,8379337061.0
7,601186.SH,20200529,8.4488,9.5526,9.7967,8.4098,9.5526,-1.1037999999999997,-11.555,966219174.0,9082386863.0
8,601186.SH,20200430,9.5526,9.6502,10.0116,9.1716,9.6014,-0.048799999999999955,-0.5083,1410446890.0,13810219015.0
9,601186.SH,20200331,9.6014,9.4549,10.9786,9.113,9.2791,0.32230000000000025,3.4734,3142404790.0,32321454695.0
10,601186.SH,20200228,9.2791,8.2828,9.533,8.0581,9.2009,0.07819999999999894,0.8499,1446815876.0,13210129524.0
11,601186.SH,20200123,9.2009,9.9823,10.246,9.1326,9.9042,-0.7032999999999987,-7.101,790269057.0,7977744164.0
12,601186.SH,20191231,9.9042,9.5037,10.1288,9.3377,9.4451,0.4590999999999994,4.8607,948263084.0,9424401929.0
