,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,600887.SH,20201231,44.37,38.12,45.0,37.99,37.79,6.579999999999998,17.412,1355272515.0,55495937393.0
1,600887.SH,20201130,37.79,38.69,40.11,37.34,39.73,-1.9399999999999977,-4.883,1161471040.0,44900565297.0
2,600887.SH,20201030,39.73,39.5,44.54,39.07,38.5,1.2299999999999969,3.1948,784366655.0,32467856555.0
3,600887.SH,20200930,38.5,41.68,43.03,37.51,41.94,-3.4399999999999977,-8.2022,1151290205.0,45871751945.0
4,600887.SH,20200831,41.94,37.3,43.08,33.85,36.63,5.309999999999995,14.4963,1443584300.0,53717301662.0
5,600887.SH,20200731,36.63,31.25,36.99,31.09,31.13,5.5000000000000036,17.6678,2104843840.0,72369418699.0
6,600887.SH,20200630,31.13,28.7,31.44,28.3,28.45,2.6799999999999997,9.42,1554822026.0,46164465944.0
7,600887.SH,20200529,27.6959,27.949,29.1756,26.8197,28.4649,-0.7689999999999984,-2.7016,1125424679.0,32470732128.0
8,600887.SH,20200430,28.4649,28.7083,30.7429,28.0171,29.0685,-0.6036000000000001,-2.0765,1207626133.0,36267606125.0
9,600887.SH,20200331,29.0685,28.2799,30.4508,26.1772,28.1437,0.9248000000000012,3.286,1318246687.0,38031602023.0
10,600887.SH,20200228,28.1437,26.9657,30.373,26.9657,29.8278,-1.6841000000000008,-5.6461,1198260557.0,35698179894.0
11,600887.SH,20200123,29.8278,30.334,32.758,29.5942,30.1198,-0.2920000000000016,-0.9695,687684090.0,22138092560.0
12,600887.SH,20191231,30.1198,28.4162,30.2659,28.3578,28.3189,1.8009000000000022,6.3594,799485314.0,24253330572.0
