,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,600346.SH,20201231,27.97,25.92,28.98,23.94,26.09,1.879999999999999,7.2058,695927885.0,18015449414.0
1,600346.SH,20201130,26.09,19.3,27.6,19.13,19.3,6.789999999999999,35.1813,879220728.0,21039271278.0
2,600346.SH,20201030,19.3,18.89,21.24,18.61,18.56,0.740000000000002,3.9871,381405181.0,7600409800.0
3,600346.SH,20200930,18.56,20.96,21.64,18.32,21.03,-2.4700000000000024,-11.7451,537239165.0,10538969474.0
4,600346.SH,20200831,21.03,16.38,21.65,16.2,16.27,4.760000000000002,29.2563,1190845870.0,22780765913.0
5,600346.SH,20200731,16.27,14.08,17.35,13.98,14.0,2.2699999999999996,16.2143,1081247083.0,17099793653.0
6,600346.SH,20200630,14.0,14.0,14.99,13.32,13.92,0.08000000000000007,0.5747,585563236.0,8249693070.0
7,600346.SH,20200529,13.5186,13.7129,14.0722,12.6155,13.7226,-0.20400000000000063,-1.4866,472821886.0,6489321763.0
8,600346.SH,20200430,13.7226,12.0425,14.2373,11.9939,12.1202,1.6023999999999994,13.2209,802461069.0,10835600149.0
9,600346.SH,20200331,12.1202,14.7715,15.2279,11.5957,14.4704,-2.350199999999999,-16.2414,639015640.0,8729107652.0
10,600346.SH,20200228,14.4704,14.9171,16.1796,13.7032,16.5778,-2.1074,-12.7122,541232386.0,8419941080.0
11,600346.SH,20200123,16.5778,15.5969,17.918,15.393,15.6164,0.9613999999999994,6.1563,317123728.0,5358163372.0
12,600346.SH,20191231,15.6164,13.7323,15.7038,13.5284,13.6255,1.9909,14.6116,340769615.0,5040126643.0
