,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601138.SH,20201231,13.69,13.76,14.26,13.21,13.81,-0.120000000000001,-0.8689,519044621.0,7090062470.0
1,601138.SH,20201130,13.81,13.4,15.44,13.01,13.65,0.16000000000000014,1.1722,773747441.0,10985786313.0
2,601138.SH,20201030,13.65,13.81,14.06,13.47,13.59,0.0600000000000005,0.4415,357624523.0,4938694894.0
3,601138.SH,20200930,13.59,14.67,14.97,13.08,14.74,-1.1500000000000004,-7.8019,646058667.0,8961878519.0
4,601138.SH,20200831,14.74,14.68,15.44,14.11,14.59,0.15000000000000036,1.0281,1004896945.0,14901608638.0
5,601138.SH,20200731,14.59,15.2,17.09,13.85,15.15,-0.5600000000000005,-3.6964,1729612134.0,27155492148.0
6,601138.SH,20200630,15.15,13.46,15.52,13.45,13.41,1.7400000000000002,12.9754,1135019378.0,16446472886.0
7,601138.SH,20200529,13.2398,14.2468,14.6911,12.8448,14.5035,-1.2637,-8.7131,696822294.0,9699692767.0
8,601138.SH,20200430,14.5035,12.9633,14.6022,12.8745,13.0423,1.4612000000000016,11.2035,1171755353.0,16363518418.0
9,601138.SH,20200331,13.0423,17.0804,17.9196,12.2623,16.8632,-3.8209,-22.6582,1779309762.0,26677782582.0
10,601138.SH,20200228,16.8632,17.7715,20.3385,16.7941,19.7461,-2.8828999999999994,-14.5998,1745118870.0,32927561788.0
11,601138.SH,20200123,19.7461,18.0973,20.7334,17.1396,18.0381,1.7079999999999984,9.4688,907909976.0,16947699629.0
12,601138.SH,20191231,18.0381,16.4386,19.1735,16.3893,16.4485,1.5896000000000008,9.6641,1293521345.0,23174322900.0
