,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,002736.SZ,20201231,13.64,13.67,14.57,12.74,13.74,-0.09999999999999964,-0.7278,539265060.0,7299579525.0
1,002736.SZ,20201130,13.74,13.35,14.67,13.21,13.35,0.39000000000000057,2.9213,446264535.0,6165739770.52
2,002736.SZ,20201030,13.35,13.73,15.0,13.25,13.45,-0.09999999999999964,-0.7435,315417562.0,4435452629.47
3,002736.SZ,20200930,13.45,13.95,14.18,13.07,14.01,-0.5600000000000005,-3.9971,464045408.0,6320989357.19
4,002736.SZ,20200831,14.01,13.46,16.14,13.28,13.2,0.8100000000000005,6.1364,1008344353.0,14624008851.29
5,002736.SZ,20200731,13.2,11.36,15.59,11.22,11.3,1.8999999999999986,16.8142,1200080341.0,16561384323.44
6,002736.SZ,20200630,11.3,10.84,11.78,10.5,10.68,0.620000000000001,5.8052,343985038.0,3804857953.13
7,002736.SZ,20200529,10.68,10.48,10.98,10.44,10.69,-0.009999999999999787,-0.0935,165673851.0,1776514099.56
8,002736.SZ,20200430,10.69,11.09,11.21,10.39,11.1,-0.41000000000000014,-3.6937,241779254.0,2629995361.04
9,002736.SZ,20200331,10.8892,11.6937,12.8316,10.6538,11.5465,-0.6572999999999993,-5.6926,486925186.0,5818325584.61
10,002736.SZ,20200228,11.5465,10.8598,12.8316,10.1829,12.0665,-0.5199999999999996,-4.3095,529323175.0,6376446248.09
11,002736.SZ,20200123,12.0665,12.4883,13.0475,11.9684,12.3117,-0.24520000000000053,-1.9916,381424755.0,4909114088.82
12,002736.SZ,20191231,12.3117,11.262,12.4294,11.0756,11.1443,1.1674000000000007,10.4753,414772509.0,4998759831.4
