,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,600900.SH,20201231,19.16,20.14,20.47,18.9,20.11,-0.9499999999999993,-4.724,638796653.0,12526606468.0
1,600900.SH,20201130,20.11,19.04,20.83,19.04,18.96,1.1499999999999986,6.0654,664574364.0,13302348558.0
2,600900.SH,20201030,18.96,19.15,19.43,18.7,19.13,-0.16999999999999815,-0.8887,396821857.0,7546846037.0
3,600900.SH,20200930,19.13,19.3,21.0,18.62,19.3,-0.1700000000000017,-0.8808,699221737.0,13853244998.0
4,600900.SH,20200831,19.3,18.33,19.56,17.81,18.37,0.9299999999999997,5.0626,505060492.0,9353068207.0
5,600900.SH,20200731,18.37,19.05,20.0,18.02,18.94,-0.5700000000000003,-3.0095,781293651.0,14867402659.0
6,600900.SH,20200630,18.2693,16.8128,18.7612,16.5909,16.7742,1.4951000000000008,8.9131,459305508.0,8318383968.0
7,600900.SH,20200529,16.7742,16.697,16.8803,16.1086,16.8321,-0.05790000000000006,-0.344,346946078.0,5939137717.0
8,600900.SH,20200430,16.8321,16.6777,17.3047,16.3594,16.6777,0.15439999999999898,0.9258,269735645.0,4656838895.0
9,600900.SH,20200331,16.6777,16.4462,17.1504,15.4913,16.4269,0.2508000000000017,1.5268,628928910.0,10762054631.0
10,600900.SH,20200228,16.4269,15.8192,17.3144,15.4431,16.5427,-0.11580000000000013,-0.7,424334202.0,7334491415.0
11,600900.SH,20200123,16.5427,17.8063,17.9896,16.4848,17.7291,-1.186399999999999,-6.6918,392263883.0,7049892170.0
12,600900.SH,20191231,17.7291,17.3722,18.2404,17.0346,17.488,0.24109999999999943,1.3787,383768475.0,7009655456.0
