,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,600606.SH,20201231,5.83,6.41,6.67,5.61,6.44,-0.6100000000000003,-9.472,861168976.0,5314129877.0
1,600606.SH,20201130,6.44,6.11,6.64,6.11,6.19,0.25,4.0388,1025375689.0,6511356240.0
2,600606.SH,20201030,6.19,6.48,6.68,6.02,6.37,-0.17999999999999972,-2.8257,612346524.0,3895256513.0
3,600606.SH,20200930,6.37,7.69,7.74,6.33,7.65,-1.2800000000000002,-16.732,1098617235.0,7791167533.0
4,600606.SH,20200831,7.65,8.19,9.15,7.55,8.17,-0.5199999999999996,-6.3647,2420578574.0,20021907657.0
5,600606.SH,20200731,8.17,6.3,9.49,6.3,6.18,1.9900000000000002,32.2006,4824177434.0,40379221622.0
6,600606.SH,20200630,5.9184,5.1523,5.9184,5.1331,5.1236,0.7948000000000004,15.5125,981885739.0,5552426818.0
7,600606.SH,20200529,5.1236,5.3438,5.4779,5.0565,5.4204,-0.2968000000000002,-5.4756,537643969.0,2969841404.0
8,600606.SH,20200430,5.4204,5.181,5.4396,4.9991,5.181,0.23939999999999984,4.6207,712822028.0,3896590215.0
9,600606.SH,20200331,5.181,5.6311,6.1483,4.9607,5.5928,-0.4118000000000004,-7.363,1209353432.0,7014455212.0
10,600606.SH,20200228,5.5928,5.5928,5.928,5.363,6.2153,-0.6224999999999996,-10.0156,977445452.0,5838010381.0
11,600606.SH,20200123,6.2153,6.7803,6.8378,6.1674,6.6558,-0.4405000000000001,-6.6183,471452785.0,3264186620.0
12,600606.SH,20191231,6.6558,6.2823,6.675,6.2728,6.2728,0.383,6.1057,496378518.0,3359196129.0
