,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,600030.SH,20201231,29.4,30.21,31.65,27.7,30.3,-0.9000000000000021,-2.9703,2317116872.0,68113115635.0
1,600030.SH,20201130,30.3,28.45,31.5,27.62,28.63,1.6700000000000017,5.833,2124825139.0,62758906444.0
2,600030.SH,20201030,28.63,30.5,31.85,28.55,30.03,-1.4000000000000021,-4.662,1457501498.0,44181973320.0
3,600030.SH,20200930,30.03,31.61,32.32,29.28,31.8,-1.7699999999999996,-5.566,2357992961.0,72290149671.0
4,600030.SH,20200831,31.8,30.31,34.35,29.49,29.96,1.8399999999999999,6.1415,5000238472.0,159146532243.0
5,600030.SH,20200731,29.492,23.7235,33.7051,23.5562,23.7333,5.758700000000001,24.2642,9366387659.0,284736232376.0
6,600030.SH,20200630,23.7333,22.4537,24.5996,22.0501,21.9221,1.8111999999999995,8.262,2355230703.0,55214632488.0
7,600030.SH,20200529,21.9221,22.8179,23.6546,21.7351,23.3298,-1.4076999999999984,-6.0339,1335386997.0,30962563358.0
8,600030.SH,20200430,23.3298,21.7449,23.6251,21.6563,21.8138,1.5159999999999982,6.9497,2161088411.0,49804637281.0
9,600030.SH,20200331,21.8138,23.4282,25.9187,21.0755,23.0344,-1.220600000000001,-5.299,4128353038.0,98970945785.0
10,600030.SH,20200228,23.0344,21.174,25.584,20.4554,23.5266,-0.49219999999999686,-2.0921,4777374748.0,113077247784.0
11,600030.SH,20200123,23.5266,25.3379,25.7316,23.251,24.9048,-1.3782000000000032,-5.5339,3011321316.0,76287308309.0
12,600030.SH,20191231,24.9048,21.5579,25.3182,21.1444,21.0755,3.8293,18.1694,3345102084.0,79229267555.0
