,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,000166.SZ,20201231,5.28,5.35,5.6,4.99,5.4,-0.1200000000000001,-2.2222,1690307620.0,8883431230.66
1,000166.SZ,20201130,5.4,5.05,5.54,5.05,5.04,0.3600000000000003,7.1429,1482195108.0,7857665115.1
2,000166.SZ,20201030,5.04,5.38,5.6,5.03,5.31,-0.2699999999999996,-5.0847,951652134.0,5112287141.66
3,000166.SZ,20200930,5.31,5.63,5.75,5.15,5.64,-0.33000000000000007,-5.8511,1752589675.0,9536410627.99
4,000166.SZ,20200831,5.64,5.86,6.04,5.47,5.83,-0.1900000000000004,-3.259,2887249780.0,16602302335.14
5,000166.SZ,20200731,5.7495,4.9408,6.7949,4.9014,4.9803,0.7692000000000005,15.4449,7783848219.0,47089029026.32
6,000166.SZ,20200630,4.9803,4.3393,5.0888,4.29,4.2604,0.7199,16.8975,1675190831.0,7912880189.98
7,000166.SZ,20200529,4.2604,4.2604,4.5168,4.2505,4.3097,-0.049300000000000566,-1.1439,606364036.0,2701104658.49
8,000166.SZ,20200430,4.3097,4.3491,4.428,4.1322,4.3491,-0.03939999999999966,-0.9059,698260219.0,3061941273.39
9,000166.SZ,20200331,4.3491,4.6154,5.0099,4.2406,4.6154,-0.2663000000000002,-5.7698,1685534699.0,7932216947.02
10,000166.SZ,20200228,4.6154,4.2801,4.9803,4.1026,4.7535,-0.13809999999999967,-2.9052,1549780622.0,7258861599.37
11,000166.SZ,20200123,4.7535,5.1085,5.1973,4.7042,5.0493,-0.29579999999999984,-5.8582,1022469799.0,5188924241.29
12,000166.SZ,20191231,5.0493,4.7436,5.0986,4.6647,4.6943,0.35499999999999954,7.5624,1338157000.0,6675338034.5
