,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,000538.SZ,20201231,113.6,95.18,115.77,95.0,95.27,18.33,19.2401,229694476.0,25028879147.27
1,000538.SZ,20201130,95.27,102.96,103.79,94.26,102.96,-7.689999999999998,-7.4689,117280738.0,11587706315.59
2,000538.SZ,20201030,102.96,103.3,108.86,97.4,101.96,1.0,0.9808,83839561.0,8716582347.02
3,000538.SZ,20200930,101.96,116.17,128.0,100.47,115.71,-13.75,-11.8832,182299311.0,20343491710.51
4,000538.SZ,20200831,115.71,111.18,119.9,101.03,109.58,6.1299999999999955,5.5941,150485070.0,16381994092.62
5,000538.SZ,20200731,109.58,93.66,114.88,92.7,93.81,15.769999999999996,16.8106,202649432.0,21601178923.54
6,000538.SZ,20200630,93.81,88.34,97.09,84.8,88.18,5.6299999999999955,6.3847,126370853.0,11360923441.04
7,000538.SZ,20200529,85.2745,87.0345,89.4522,81.8125,87.344,-2.069499999999991,-2.3694,104308306.0,9234825049.64
8,000538.SZ,20200430,87.344,82.8279,92.5951,79.9557,82.7312,4.612799999999993,5.5756,116285864.0,10088992390.37
9,000538.SZ,20200331,82.7312,76.0875,83.1663,68.6606,76.0972,6.634,8.7178,159277021.0,12671946482.24
10,000538.SZ,20200228,76.0972,75.4106,83.6015,75.0431,83.7466,-7.6494,-9.134,113647844.0,9379231636.65
11,000538.SZ,20200123,83.7466,87.0345,88.9686,82.8279,86.4833,-2.736699999999999,-3.1644,65526116.0,5800563991.36
12,000538.SZ,20191231,86.4833,84.6169,86.8992,81.8415,85.0037,1.479600000000005,1.7406,76963378.0,6689356085.36
