,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,002475.SZ,20201231,56.12,52.0,58.22,48.8,51.69,4.43,8.5703,1535814033.0,81675253765.17
1,002475.SZ,20201130,51.69,54.9,61.68,49.22,54.86,-3.1700000000000017,-5.7783,1396383197.0,75675260783.22
2,002475.SZ,20201030,54.86,59.1,63.88,54.45,57.13,-2.270000000000003,-3.9734,1020734074.0,60128098183.36
3,002475.SZ,20200930,57.13,54.89,59.19,50.31,55.0,2.1300000000000026,3.8727,1392145717.0,77042322718.28
4,002475.SZ,20200831,55.0,59.88,60.33,49.5,58.59,-3.5900000000000034,-6.1273,1885229868.0,102627451763.61
5,002475.SZ,20200731,58.59,51.06,61.12,49.0,51.35,7.240000000000002,14.0993,2663600104.0,147719320378.49
6,002475.SZ,20200630,51.35,45.8,56.5,41.72,44.5,6.850000000000001,15.3933,1483595816.0,73716269122.72
7,002475.SZ,20200529,34.1537,35.7732,38.375,33.2327,36.3104,-2.1567000000000007,-5.9396,1090125455.0,50734856080.15
8,002475.SZ,20200430,36.3104,29.165,36.9935,29.0882,29.2878,7.022600000000001,23.9779,1468145260.0,61650004959.63
9,002475.SZ,20200331,29.2878,36.8477,38.8355,26.0182,36.6865,-7.398700000000002,-20.1674,2317104076.0,94643387720.46
10,002475.SZ,20200228,36.6865,31.1912,39.626,31.1912,34.6526,2.0339000000000027,5.8694,1869009235.0,85861530937.11
11,002475.SZ,20200123,34.6526,28.3975,36.4793,27.8986,28.0137,6.6389,23.6988,1023587113.0,42125534030.49
12,002475.SZ,20191231,28.0137,25.9492,29.0115,25.0972,26.118,1.8957000000000015,7.2582,1399993499.0,50153561005.23
