,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601818.SH,20201231,3.99,4.34,4.47,3.84,4.34,-0.34999999999999964,-8.0645,3178221282.0,12953792729.0
1,601818.SH,20201130,4.34,3.95,4.71,3.86,3.92,0.41999999999999993,10.7143,4195689830.0,17740115905.0
2,601818.SH,20201030,3.92,3.68,4.25,3.66,3.65,0.27,7.3973,3353893578.0,13444195137.0
3,601818.SH,20200930,3.65,3.82,3.85,3.59,3.84,-0.18999999999999995,-4.9479,2104588141.0,7850492587.0
4,601818.SH,20200831,3.84,3.8,4.15,3.77,3.78,0.06000000000000005,1.5873,3544463635.0,13840944363.0
5,601818.SH,20200731,3.78,3.58,4.8,3.57,3.58,0.19999999999999973,5.5866,7547897431.0,30854981968.0
6,601818.SH,20200630,3.58,3.82,3.93,3.54,3.81,-0.22999999999999998,-6.0367,1611325408.0,6060291095.0
7,601818.SH,20200529,3.5983,3.485,3.6361,3.4283,3.5228,0.0754999999999999,2.1432,1584342004.0,5874873318.0
8,601818.SH,20200430,3.5228,3.4094,3.5606,3.3339,3.4094,0.11339999999999995,3.3261,1835935980.0,6645369185.0
9,601818.SH,20200331,3.4094,3.5794,3.7683,3.2867,3.57,-0.16059999999999963,-4.4986,2489437869.0,9284672738.0
10,601818.SH,20200228,3.57,3.4756,3.7494,3.4567,3.7967,-0.22670000000000012,-5.971,2394566846.0,9191385829.0
11,601818.SH,20200123,3.7967,4.2028,4.2972,3.7589,4.165,-0.36830000000000007,-8.8427,1755106672.0,7478318321.0
12,601818.SH,20191231,4.165,3.9194,4.3067,3.8817,3.9006,0.2644000000000002,6.7784,1804848230.0,7826158264.0
