,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601006.SH,20201231,6.46,6.78,6.99,6.39,6.78,-0.3200000000000003,-4.7198,796458047.0,5302577739.0
1,601006.SH,20201130,6.78,6.39,6.95,6.33,6.41,0.3700000000000001,5.7722,731718222.0,4844635381.0
2,601006.SH,20201030,6.41,6.4,6.56,6.37,6.37,0.040000000000000036,0.6279,288897021.0,1870580955.0
3,601006.SH,20200930,6.37,6.62,6.63,6.32,6.62,-0.25,-3.7764,534668085.0,3469135362.0
4,601006.SH,20200831,6.62,6.5,6.74,6.44,6.49,0.1299999999999999,2.0031,683819634.0,4497697253.0
5,601006.SH,20200731,6.49,7.04,7.19,6.41,7.04,-0.5499999999999998,-7.8125,1162425222.0,7837603371.0
6,601006.SH,20200630,6.5603,6.3553,6.6722,6.346,6.3553,0.20500000000000007,3.2257,441528265.0,3094417205.0
7,601006.SH,20200529,6.3553,6.579,6.6628,6.2715,6.6908,-0.3355000000000006,-5.0143,538487157.0,3718664167.0
8,601006.SH,20200430,6.6908,6.3181,6.8026,6.2342,6.3367,0.35409999999999986,5.5881,427658048.0,2946064778.0
9,601006.SH,20200331,6.3367,6.5976,6.8958,6.2342,6.5976,-0.26089999999999947,-3.9545,701374045.0,4941393628.0
10,601006.SH,20200228,6.5976,6.5697,7.2686,6.5697,7.1754,-0.5777999999999999,-8.0525,735902646.0,5370777273.0
11,601006.SH,20200123,7.1754,7.6599,7.6879,7.1474,7.6506,-0.47520000000000007,-6.2113,436069430.0,3494355237.0
12,601006.SH,20191231,7.6506,7.3617,7.6972,7.2033,7.3897,0.26089999999999947,3.5306,438762110.0,3513254310.0
