,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601169.SH,20201231,4.84,4.87,5.09,4.73,4.88,-0.040000000000000036,-0.8197,1462578377.0,7189975618.0
1,601169.SH,20201130,4.88,4.68,5.08,4.67,4.67,0.20999999999999996,4.4968,1205404812.0,5810747412.0
2,601169.SH,20201030,4.67,4.7,4.92,4.66,4.68,-0.009999999999999787,-0.2137,754079513.0,3604801337.0
3,601169.SH,20200930,4.68,4.86,4.87,4.67,4.87,-0.1900000000000004,-3.9014,868192502.0,4156774222.0
4,601169.SH,20200831,4.87,4.84,5.07,4.82,4.83,0.040000000000000036,0.8282,1256548405.0,6167081998.0
5,601169.SH,20200731,4.83,4.9,5.74,4.75,4.9,-0.07000000000000028,-1.4286,2894528960.0,15176268207.0
6,601169.SH,20200630,4.6268,4.6174,4.7118,4.5796,4.6079,0.01890000000000036,0.4102,779276798.0,3822618980.0
7,601169.SH,20200529,4.6079,4.6551,4.7401,4.5324,4.7023,-0.09440000000000026,-2.0075,670313885.0,3288560226.0
8,601169.SH,20200430,4.7023,4.5607,4.759,4.4285,4.5607,0.1416000000000004,3.1048,958980570.0,4620809928.0
9,601169.SH,20200331,4.5607,4.844,5.0423,4.438,4.8251,-0.2644000000000002,-5.4797,1384286699.0,6950627133.0
10,601169.SH,20200228,4.8251,4.7212,5.0328,4.6929,5.1178,-0.29269999999999996,-5.7193,1098850877.0,5720220705.0
11,601169.SH,20200123,5.1178,5.4011,5.4483,5.0989,5.3633,-0.24549999999999983,-4.5774,864121617.0,4876736528.0
12,601169.SH,20191231,5.3633,5.25,5.4294,5.2028,5.25,0.11329999999999973,2.1581,915004133.0,5147661427.0
