,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,002415.SZ,20201231,48.51,45.9,49.14,43.38,45.67,2.8399999999999963,6.2185,1083111233.0,49785533913.91
1,002415.SZ,20201130,45.67,44.85,50.07,44.79,44.9,0.7700000000000031,1.7149,970297759.0,45761904188.33
2,002415.SZ,20201030,44.9,38.7,46.43,37.7,38.11,6.789999999999999,17.8168,823967014.0,34333638666.87
3,002415.SZ,20200930,38.11,37.41,39.16,35.24,37.42,0.6899999999999977,1.8439,738662929.0,27311745163.74
4,002415.SZ,20200831,37.42,37.31,40.5,36.82,36.99,0.4299999999999997,1.1625,1285151743.0,49818216323.8
5,002415.SZ,20200731,36.99,30.49,38.76,30.37,30.35,6.640000000000001,21.8781,2086259715.0,74370304862.44
6,002415.SZ,20200630,30.35,27.6,30.5,27.6,27.47,2.8800000000000026,10.4842,879589682.0,25689421694.82
7,002415.SZ,20200529,27.47,31.5,32.66,27.31,32.06,-4.590000000000003,-14.3169,741169369.0,22311709444.32
8,002415.SZ,20200430,31.2707,27.4082,31.4561,27.1839,27.2131,4.057600000000001,14.9105,990937881.0,29996976016.34
9,002415.SZ,20200331,27.2131,34.1188,36.0403,26.3353,34.1383,-6.9252,-20.2857,1387443799.0,43578498410.11
10,002415.SZ,20200228,34.1383,31.6024,39.103,31.6024,35.1137,-0.9754000000000005,-2.7778,1249087972.0,45492048454.4
11,002415.SZ,20200123,35.1137,32.09,36.0891,31.7682,31.934,3.1797000000000004,9.9571,776512155.0,27311213760.56
12,002415.SZ,20191231,31.934,30.9001,32.7728,29.3882,30.6367,1.2973,4.2345,929743735.0,29472582134.5
