,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,601668.SH,20201231,4.97,5.44,5.55,4.9,5.43,-0.45999999999999996,-8.4715,4494865836.0,23158742189.0
1,601668.SH,20201130,5.43,5.12,5.61,5.09,5.11,0.3199999999999994,6.2622,6808374267.0,36272982707.0
2,601668.SH,20201030,5.11,5.11,5.36,5.02,5.08,0.03000000000000025,0.5906,4446179954.0,22884220389.0
3,601668.SH,20200930,5.08,5.14,5.28,5.0,5.14,-0.05999999999999961,-1.1673,4069158023.0,20812349789.0
4,601668.SH,20200831,5.14,5.04,5.38,5.01,5.03,0.10999999999999943,2.1869,4518245945.0,23479159567.0
5,601668.SH,20200731,5.03,4.78,5.7,4.76,4.77,0.2600000000000007,5.4507,7382186930.0,38593328296.0
6,601668.SH,20200630,4.77,5.0,5.15,4.76,5.0,-0.23000000000000043,-4.6,2700072002.0,13522936702.0
7,601668.SH,20200529,4.8199,5.0031,5.138,4.791,5.0513,-0.23140000000000072,-4.581,2175484679.0,11149679396.0
8,601668.SH,20200430,5.0513,5.0513,5.1766,4.8585,5.0802,-0.02889999999999926,-0.5689,2322696093.0,12144296662.0
9,601668.SH,20200331,5.0802,5.2344,5.8032,4.8006,5.1766,-0.09640000000000004,-1.8622,6013277532.0,33014779535.0
10,601668.SH,20200228,5.1766,4.7524,5.3405,4.7524,5.273,-0.09640000000000004,-1.8282,5183567137.0,27621608505.0
11,601668.SH,20200123,5.273,5.5043,5.9767,5.2151,5.4176,-0.1446000000000005,-2.6691,3385388668.0,19897192104.0
12,601668.SH,20191231,5.4176,4.9452,5.4369,4.8488,4.926,0.49160000000000004,9.9797,2862262275.0,15259206340.0
