,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,002027.SZ,20201231,9.87,9.72,10.67,9.07,9.7,0.16999999999999993,1.7526,3091394659.0,30505240324.87
1,002027.SZ,20201130,9.7,9.33,10.28,9.03,9.34,0.35999999999999943,3.8544,2596901977.0,25094245241.17
2,002027.SZ,20201030,9.34,8.16,10.12,8.03,8.07,1.2699999999999996,15.7373,2718550789.0,25188756673.63
3,002027.SZ,20200930,8.07,7.5,8.28,6.85,7.54,0.5300000000000002,7.0292,3224874510.0,24304858891.17
4,002027.SZ,20200831,7.54,6.05,8.15,5.68,6.06,1.4800000000000004,24.4224,4618711449.0,31402750141.63
5,002027.SZ,20200731,6.06,5.55,6.41,5.51,5.57,0.4899999999999993,8.7971,4134806148.0,24813008737.08
6,002027.SZ,20200630,5.5055,4.8729,5.634,4.8729,4.8828,0.6227,12.7529,2553251328.0,13551690052.43
7,002027.SZ,20200529,4.8828,4.695,5.1694,4.5764,4.7642,0.11859999999999982,2.4894,1675676807.0,8304702549.41
8,002027.SZ,20200430,4.7642,4.3688,4.8136,3.8054,4.3688,0.39539999999999953,9.0505,3811744629.0,16314224339.48
9,002027.SZ,20200331,4.3688,5.2979,5.5747,4.0229,5.2782,-0.9093999999999998,-17.2294,3557194310.0,16883924638.55
10,002027.SZ,20200228,5.2782,5.2287,5.8712,4.9717,5.8119,-0.5336999999999996,-9.1829,4592087438.0,25137756700.07
11,002027.SZ,20200123,5.8119,6.2765,6.9387,5.7328,6.1875,-0.3756000000000004,-6.0703,2712867520.0,17787401809.62
12,002027.SZ,20191231,6.1875,5.545,6.4741,5.4066,5.5351,0.6524000000000001,11.7866,2561215507.0,15490792143.55
